GO:0000249,C-22 sterol desaturase activity,molecular_function,"""Catalysis of the formation of the C-22(23) double bond in the sterol side chain. An example reaction: 5,7,24(28)-ergostatrienol + O2 + NADPH = 5,7,22,24(28)-ergostatetraenol + 2 H2O + NADP+."" [MetaCyc:RXN3O-227]"
GO:0000250,lanosterol synthase activity,molecular_function,"""Catalysis of the reaction: (S)-2,3-epoxysqualene = lanosterol. This is a cyclization reaction that forms the sterol nucleus."" [EC:5.4.99.7, RHEA:14624]"
GO:0000252,C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity,molecular_function,"""Catalysis of the reaction: 3-beta-hydroxy-4-beta-methyl-5-alpha-cholesta-8,24-dien-4-alpha-carboxylate + NAD(P)+ = 4-alpha-methyl-5-alpha-cholesta-8,24-dien-3-one + CO2 + NAD(P)H."" [EC:1.1.1.170, PMID:9811880]"
GO:0000253,3-keto sterol reductase activity,molecular_function,"""Catalysis of the reaction: a 3-beta-hydroxyl sterol + NADP+ = a 3-keto sterol + NADPH + H(+)."" [EC:1.1.1.270, GOC:mah, MetaCyc:1.1.1.270-RXN, MetaCyc:RXN3O-4110, MetaCyc:RXN66-19, MetaCyc:RXN66-24, MetaCyc:RXN66-314, MetaCyc:RXN66-319, PMID:9811880]"
GO:0000254,C-4 methylsterol oxidase activity,molecular_function,"""Catalysis of the reaction: 4,4-dimethyl-5-alpha-cholesta-8,24-dien-3-beta-ol + NAD(P)H + H(+) + O2 = 4-beta-hydroxymethyl-4-alpha-methyl-5-alpha-cholesta-8,24-dien-3-beta-ol + NAD(P)+ + H2O."" [EC:1.14.13.72, PMID:9811880]"
GO:0000257,nitrilase activity,molecular_function,"""Catalysis of the reaction: a nitrile + H2O = a carboxylate + NH3. Acts on a wide range of aromatic nitriles including (indole-3-yl)-acetonitrile and some aliphatic nitriles, and on the corresponding acid amides."" [EC:3.5.5.1, GOC:kd]"
GO:0000258,isoleucine/valine:sodium symporter activity,molecular_function,"""OBSOLETE. Catalysis of the reaction: (isoleucine or valine)(out) + Na+(out) = (isoleucine or valine)(in) + Na+(in)."" [TC:2.A.26.1.1]"
GO:0000259,intracellular nucleoside transmembrane transporter activity,molecular_function,"""OBSOLETE. Enables the directed movement of a nucleoside, a nucleobase linked to either beta-D-ribofuranose (ribonucleoside) or 2-deoxy-beta-D-ribofuranose (a deoxyribonucleotide) within a cell."" [GOC:ai]"
GO:0000260,hydrogen-translocating V-type ATPase activity,molecular_function,"""OBSOLETE. Catalysis of the reaction: ATP + H2O + H(+)(in) = ADP + phosphate + H+(out). Found in vacuoles of eukaryotes and in bacteria."" [TC:3.A.2.2.1, TC:3.A.2.2.3]"
GO:0000261,sodium-translocating V-type ATPase activity,molecular_function,"""OBSOLETE. Catalysis of the reaction: ATP + H2O + Na+(in) = ADP + phosphate + Na+(out). Found in vacuoles of eukaryotes and in bacteria."" [TC:3.A.2.2.2]"
GO:0000263,"heterotrimeric G-protein GTPase, alpha-subunit",molecular_function,"""OBSOLETE. Subunit of a heterotrimeric G-protein GTPase that contains the guanine nucleotide binding site and possesses GTPase activity."" [GOC:mah, ISBN:0198547684]"
GO:0000264,"heterotrimeric G-protein GTPase, beta-subunit",molecular_function,"""OBSOLETE. Subunit of a heterotrimeric G-protein GTPase; associates tightly with the gamma subunit."" [GOC:mah, ISBN:0198547684]"
GO:0000265,"heterotrimeric G-protein GTPase, gamma-subunit",molecular_function,"""OBSOLETE. Smallest subunit of a heterotrimeric G-protein GTPase; associates tightly with the beta subunit."" [GOC:mah, ISBN:0198547684]"
GO:0000268,peroxisome targeting sequence binding,molecular_function,"""Interacting selectively and non-covalently with a peroxisomal targeting sequence, any of several sequences of amino acids within a protein that can act as a signal for the localization of the protein into the peroxisome."" [GOC:mah, ISBN:0879693568]"
GO:0000269,toxin export channel activity,molecular_function,"""Enables the energy independent passage of toxins, sized less than 1000 Da, across a membrane towards the outside of the cell. The transmembrane portions of porins consist exclusively of beta-strands which form a beta-barrel. They are found in the outer membranes of Gram-negative bacteria, mitochondria, plastids and possibly acid-fast Gram-positive bacteria."" [GOC:mtg_transport]"
GO:0000277,[cytochrome c]-lysine N-methyltransferase activity,molecular_function,"""Catalysis of the reaction: S-adenosyl-L-methionine + cytochrome c L-lysine = S-adenosyl-L-homocysteine + cytochrome c N6-methyl-L-lysine. This is the addition of a methyl group to the N6 atom of a lysine residue in cytochrome c."" [EC:2.1.1.59]"
GO:0000285,1-phosphatidylinositol-3-phosphate 5-kinase activity,molecular_function,"""Catalysis of the reaction: a 1-phosphatidyl-1D-myo-inositol 3-phosphate + ATP = a 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate + ADP + 2 H(+)."" [EC:2.7.1.150, RHEA:13612]"
GO:0000286,alanine dehydrogenase activity,molecular_function,"""Catalysis of the reaction: L-alanine + H2O + NAD+ = pyruvate + NH3 + NADH + H(+)."" [EC:1.4.1.1]"
GO:0000287,magnesium ion binding,molecular_function,"""Interacting selectively and non-covalently with magnesium (Mg) ions."" [GOC:ai]"
GO:0000293,ferric-chelate reductase activity,molecular_function,"""Catalysis of the reaction: 2 Fe2+ + NAD+ = 2 Fe3+ + NADH + H(+)."" [EC:1.16.1.7]"
GO:0000295,adenine nucleotide transmembrane transporter activity,molecular_function,"""Catalysis of the transfer of adenine nucleotides (AMP, ADP, and ATP) from one side of the membrane to the other."" [PMID:11566870]"
GO:0000297,spermine transmembrane transporter activity,molecular_function,"""Catalysis of the transfer of spermine from one side of the membrane to the other. Spermine is a polybasic amine found in human sperm, in ribosomes and in some viruses, which is involved in nucleic acid packaging. Synthesis is regulated by ornithine decarboxylase which plays a key role in control of DNA replication."" [GOC:ai]"
GO:0000298,endopolyphosphatase activity,molecular_function,"""Catalysis of the reaction: polyphosphate + n H2O = (n+1) oligophosphate. The product contains 4 or 5 phosphate residues."" [EC:3.6.1.10]"
GO:0000309,nicotinamide-nucleotide adenylyltransferase activity,molecular_function,"""Catalysis of the reaction: ATP + nicotinamide nucleotide = diphosphate + NAD+."" [EC:2.7.7.1]"
GO:0000310,xanthine phosphoribosyltransferase activity,molecular_function,"""Catalysis of the reaction: 5-phospho-alpha-D-ribose 1-diphosphate + xanthine = (9-D-ribosylxanthine)-5'-phosphate + diphosphate."" [EC:2.4.2.22, GOC:clt]"
GO:0000319,sulfite transmembrane transporter activity,molecular_function,"""Catalysis of the transfer of sulfite ions from one side of a membrane to the other."" [GOC:as]"
GO:0000332,template for synthesis of G-rich strand of telomere DNA activity,molecular_function,"""Provision of the template used by reverse transcriptase to synthesize the G-rich strand of telomeric DNA."" [PMID:11812242]"
GO:0000334,"3-hydroxyanthranilate 3,4-dioxygenase activity",molecular_function,"""Catalysis of the reaction: 3-hydroxyanthranilate + O(2) = cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate + H(+)."" [EC:1.13.11.6, RHEA:17956]"
GO:0000339,RNA cap binding,molecular_function,"""Interacting selectively and non-covalently with a 7-methylguanosine (m7G) group or derivative located at the 5' end of an RNA molecule."" [GOC:krc]"
GO:0000340,RNA 7-methylguanosine cap binding,molecular_function,"""Interacting selectively and non-covalently with the 7-methylguanosine group added cotranscriptionally to the 5' end of RNA molecules transcribed by polymerase II."" [GOC:krc]"
GO:0000341,RNA trimethylguanosine cap binding,molecular_function,"""Interacting selectively and non-covalently with the trimethylguanosine (m(3)(2,2,7)-GTP) group located at the 5' end of some RNA molecules. Such trimethylated cap structures, generally produced by posttranscriptional modification of a 7-methylguanosine cap, are often found on snRNAs and snoRNAs transcribed by RNA polymerase II, but have also be found on snRNAs transcribed by RNA polymerase III. They have also been found on a subset of the mRNA population in some species, e.g. C. elegans."" [GOC:krc]"
GO:0000342,RNA cap 4 binding,molecular_function,"""Interacting selectively and non-covalently with a hypermethylated cap structure consisting of 7-methylguanosine (m(7)G) followed by four methylated nucleotides (cap 4): 7-methylguanosine-ppp-N6, N6, 2'-O-trimethyladenosine-p-2'-O-methyladenosine-p-2'-O-methylcytosine-p-N3, 2'-O-dimethyluridine Such caps are known to be found at the 5' ends of SL RNAs of trypanosomatid protozoa."" [GOC:krc, PMID:10880518, PMID:12121975]"
GO:0000362,first U2-type spliceosomal transesterification activity,molecular_function,"""OBSOLETE. Catalysis of the first transesterification reaction of U2-type spliceosomal mRNA splicing. The intron branch site adenosine is the nucleophile attacking the 5' splice site, resulting in cleavage at this position. In cis splicing, this is the step that forms a lariat structure of the intron RNA, which is still joined to the 3' exon. The catalytic site is thought to be formed by U6 and/or U2 snRNA, and/or associated proteins."" [GOC:krc, ISBN:0879695897]"
GO:0000363,first U12-type spliceosomal transesterification activity,molecular_function,"""OBSOLETE. Catalysis of the first transesterification reaction of U12-type spliceosomal mRNA splicing. The intron branch site adenosine is the nucleophile attacking the 5' splice site, resulting in cleavage at this position. In cis splicing, this is the step that forms a lariat structure of the intron RNA, which is still joined to the 3' exon. The catalytic site is thought to be formed by U6atac snRNA and/or U2atac snRNA, and/or associated proteins."" [GOC:krc, ISBN:0879695897]"
GO:0000364,second U2-type spliceosomal transesterification activity,molecular_function,"""OBSOLETE. Catalysis of the second transesterification reaction of U2-type spliceosomal mRNA splicing. Ligation of the two exons occurs via a transesterification reaction where the free 3'-hydroxyl group of the 5' exon is the nucleophile attacking the 3' splice site. Non-expressed sequences are now detached from the exons. In cis splicing, the intron is in a lariat structure. The catalytic site is thought to be formed by U6 and/or U2 snRNAs and/or associated proteins."" [GOC:krc, ISBN:0879695897]"
GO:0000367,second U12-type spliceosomal transesterification activity,molecular_function,"""OBSOLETE. Catalysis of the second transesterification reaction of U12-type spliceosomal mRNA splicing. Ligation of the two exons occurs via a transesterification reaction where the free 3'-hydroxyl group of the 5' exon is the nucleophile attacking the 3' splice site. Non-expressed sequences are now detached from the exons. In cis splicing, the intron is in a lariat structure. The catalytic site is thought to be formed by U6 and/or U2 snRNAs and/or associated proteins."" [GOC:krc, ISBN:0879695897]"
GO:0000384,first spliceosomal transesterification activity,molecular_function,"""Catalysis of the first transesterification reaction of spliceosomal mRNA splicing. The intron branch site adenosine is the nucleophile attacking the 5' splice site, resulting in cleavage at this position. In cis splicing, this is the step that forms a lariat structure of the intron RNA, while it is still joined to the 3' exon."" [GOC:krc, ISBN:0879695897]"
GO:0000386,second spliceosomal transesterification activity,molecular_function,"""Catalysis of the second transesterification reaction of spliceosomal mRNA splicing. Ligation of the two exons occurs via a transesterification reaction where the free 3'-hydroxyl group of the 5' exon is the nucleophile attacking the 3' splice site. Non-expressed sequences are now detached from the exons. In cis splicing, the intron is in a lariat structure."" [GOC:krc, ISBN:0879695897]"
GO:0000400,four-way junction DNA binding,molecular_function,"""Interacting selectively and non-covalently with DNA containing four-way junctions, also known as Holliday junctions, a structure where two DNA double strands are held together by reciprocal exchange of two of the four strands, one strand each from the two original helices."" [GOC:krc, ISBN:0815332181, PMID:15563464]"
GO:0000401,open form four-way junction DNA binding,molecular_function,"""Interacting selectively and non-covalently with DNA containing the open form of a four-way junction, also known as a Holliday junction, a structure where two DNA double strands are held together by reciprocal exchange of two of the four strands, one strand each from the two original helices. The open form of a four-way junction can be diagrammed without any of the strands crossing over."" [GOC:krc, ISBN:0815332181, PMID:15563464]"
GO:0000402,crossed form four-way junction DNA binding,molecular_function,"""Interacting selectively and non-covalently with DNA containing the crossed form of a four-way junction, also known as a Holliday junction, a structure where two DNA double strands are held together by reciprocal exchange of two of the four strands, one strand each from the two original helices. The crossed form of a four-way junction cannot be diagrammed without any of the strands crossing over, and instead contains a single crossover between two of the strands."" [GOC:krc, ISBN:0815332181, PMID:15563464]"
GO:0000403,Y-form DNA binding,molecular_function,"""Interacting selectively and non-covalently with segment of DNA shaped like a Y. This shape occurs when DNA contains a region of paired double-stranded DNA on one end and a region of unpaired DNA strands on the opposite end."" [GOC:elh, PMID:16781730]"
GO:0000404,heteroduplex DNA loop binding,molecular_function,"""Interacting selectively and non-covalently with DNA containing a loop. A loop occurs when DNA contains a large insertion or deletion that causes a region of unpaired single-stranded DNA to loop out, while the rest of the DNA is in a paired double-stranded configuration."" [GOC:elh, PMID:16781730]"
GO:0000405,bubble DNA binding,molecular_function,"""Interacting selectively and non-covalently with DNA that contains a bubble. A bubble occurs when DNA contains a region of unpaired, single-stranded DNA flanked on both sides by regions of paired, double-stranded DNA."" [GOC:elh, GOC:vw, PMID:16781730]"
GO:0000406,double-strand/single-strand DNA junction binding,molecular_function,"""Interacting selectively and non-covalently with a region of DNA that contains double-stranded DNA flanked by a region of single-stranded DNA."" [GOC:elh, PMID:16781730]"
GO:0000496,base pairing,molecular_function,"""Interacting selectively and non-covalently with nucleic acid via hydrogen bonds between the bases of a gene product molecule and the bases of a target nucleic acid molecule."" [GOC:krc]"
GO:0000497,base pairing with DNA,molecular_function,"""Interacting selectively and non-covalently with nucleic acid via hydrogen bonds between the bases of a gene product molecule and the bases of a target DNA molecule."" [GOC:krc]"
GO:0000498,base pairing with RNA,molecular_function,"""Interacting selectively and non-covalently with ribonucleic acid (RNA) via hydrogen bonds between the bases of a gene product molecule and the bases of a target RNA molecule."" [GOC:krc]"
GO:0000499,base pairing with mRNA,molecular_function,"""Interacting selectively and non-covalently with messenger ribonucleic acid (mRNA) via hydrogen bonds between the bases of a gene product molecule and the bases of a target mRNA molecule."" [GOC:krc]"
GO:0000700,mismatch base pair DNA N-glycosylase activity,molecular_function,"""Catalysis of the removal of single bases present in mismatches by the cleavage the N-C1' glycosidic bond between the target damaged DNA base and the deoxyribose sugar. The reaction releases a free base and leaves an apurinic/apyrimidinic (AP) site."" [GOC:elh, PMID:9224623]"
GO:0000701,purine-specific mismatch base pair DNA N-glycosylase activity,molecular_function,"""Catalysis of the removal of purines present in mismatches, especially opposite oxidized purines, by cleaving the N-C1' glycosidic bond between the target damaged DNA base and the deoxyribose sugar. The reaction releases a free base and leaves an apurinic (AP) site."" [GOC:elh, PMID:9224623]"
GO:0000702,oxidized base lesion DNA N-glycosylase activity,molecular_function,"""Catalysis of the removal of oxidized bases by cleaving the N-C1' glycosidic bond between the target damaged DNA base and the deoxyribose sugar. The reaction releases a free base and leaves an apurinic/apyrimidinic (AP) site."" [GOC:elh, PMID:11554296]"
GO:0000703,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity,molecular_function,"""Catalysis of the removal oxidized pyrimidine bases by cleaving the N-C1' glycosidic bond between the oxidized pyrimidine and the deoxyribose sugar. The reaction involves formation of a covalent enzyme-pyrimidine base intermediate. Release of the enzyme and free base by a beta-elimination or a beta, gamma-elimination mechanism results in the cleavage of the DNA backbone 3' of the apyrimidinic (AP) site."" [GOC:elh, PMID:11554296]"
GO:0000704,pyrimidine dimer DNA N-glycosylase activity,molecular_function,"""Catalysis of the removal of pyrimidine dimers by removing the 5' pyrimidine of the dimer by cleaving the N-C1' glycosidic bond between the 5' pyrimidine of the dimer and the deoxyribose sugar. The reaction releases the 5' pyrimidine of the dimer and leaves an apurinic (AP) site. The reaction involves the formation of a covalent enzyme substrate intermediate. Release of the enzyme and free base by a beta-elimination or a beta, gamma-elimination mechanism results in the cleavage of the DNA backbone 3' of the apyrimidinic (AP) site."" [GOC:elh, PMID:9224623]"
GO:0000721,"(R,R)-butanediol dehydrogenase activity",molecular_function,"""Catalysis of the reversible reaction: (R,R)-butane-2,3-diol + NAD+ = (R)-acetoin + NADH + H(+)."" [EC:1.1.1.4]"
GO:0000739,DNA strand annealing activity,molecular_function,"""OBSOLETE. Facilitates the base-pairing of complementary single-stranded DNA."" [GOC:elh]"
GO:0000772,mating pheromone activity,molecular_function,"""The activity of binding to and activating specific cell surface receptors, thereby inducing a behavioral or physiological response(s) from a responding organism or cell that leads to the transfer or union of genetic material between organisms or cells. The mating pheromone can either be retained on the cell surface or secreted."" [GOC:clt, GOC:elh]"
GO:0000773,phosphatidyl-N-methylethanolamine N-methyltransferase activity,molecular_function,"""Catalysis of the reaction: S-adenosyl-L-methionine + phosphatidyl-N-methylethanolamine = S-adenosyl-L-homocysteine + phosphatidyl-N-dimethylethanolamine."" [EC:2.1.1.71]"
